"","Season_ID","Season","League","Player_ID","Players","Points","Clubs","Position","Start","Goals","A","CS","CS.part","Yellow","Red","Sub","CO","Off","Pen.SV","Pen.M","Goals.conceded","Conceded.1.","OG"
"27","22/23-LL","2022/2023","La Liga","22/23-Samuel Chukwueze","Samuel Chukwueze",111,"VIAL","Midfielder",27,6,6,"-","-",1,0,11,10,18,"-",0,"-","-",0
"28","22/23-LL","2022/2023","La Liga","22/23-Sergio Camello","Sergio Camello",109,"RAVA","Forward",27,6,5,"-","-",1,0,11,11,23,"-",0,"-","-",0
"29","22/23-LL","2022/2023","La Liga","22/23-Nicolas Jackson","Nicolas Jackson",109,"VIAL","Midfielder",16,12,4,"-","-",5,0,13,10,11,"-",0,"-","-",0
"30","22/23-LL","2022/2023","La Liga","22/23-Brais Mendez","Brais Mendez",108,"RESO","Midfielder",28,8,4,"-","-",6,0,7,6,16,"-",0,"-","-",0
"31","22/23-LL","2022/2023","La Liga","22/23-Pablo Maffeo","Pablo Maffeo",108,"MALL","Defender",34,2,4,"9","2",6,0,1,1,4,"-",0,"41","17",0
"32","22/23-LL","2022/2023","La Liga","22/23-Martin Braithwaite","Martin Braithwaite",108,"RCDE","Forward",29,10,2,"-","-",5,1,2,2,14,"-",0,"-","-",0
"33","22/23-LL","2022/2023","La Liga","22/23-Federico Valverde","Federico Valverde",108,"MADR","Midfielder",29,7,4,"-","-",2,0,9,5,12,"-",0,"-","-",0
"34","22/23-LL","2022/2023","La Liga","22/23-Nico Williams","Nico Williams",107,"ATBI","Forward",32,6,4,"-","-",3,0,4,4,23,"-",0,"-","-",0
"35","22/23-LL","2022/2023","La Liga","22/23-Raphinha","Raphinha",107,"BARC","Midfielder",25,7,7,"-","-",10,0,12,11,23,"-",0,"-","-",0
"36","22/23-LL","2022/2023","La Liga","22/23-Kang-In Lee","Kang-In Lee",107,"MALL","Midfielder",33,6,6,"-","-",10,0,3,3,21,"-",0,"-","-",0
"37","22/23-LL","2022/2023","La Liga","22/23-Alvaro Garcia","Alvaro Garcia",107,"RAVA","Forward",34,6,5,"-","-",7,0,1,1,19,"-",0,"-","-",0
"38","22/23-LL","2022/2023","La Liga","22/23-Borja Mayoral","Borja Mayoral",106,"","Forward",33,8,2,"-","-",4,0,5,2,19,"-",2,"-","-",0
"39","22/23-LL","2022/2023","La Liga","22/23-Predrag Rajkovic","Predrag Rajkovic",106,"MALL","Goalkeeper",36,0,0,"12","0",3,0,2,0,0,"1",0,"40","16",0
"40","22/23-LL","2022/2023","La Liga","22/23-Marco Asensio","Marco Asensio",106,"MADR","Midfielder",15,9,6,"-","-",1,0,22,16,9,"-",1,"-","-",0
"41","22/23-LL","2022/2023","La Liga","22/23-Alfonso Espino","Alfonso Espino",103,"","Defender",35,0,4,"12","1",7,0,2,1,2,"-",0,"46","23",0
"42","22/23-LL","2022/2023","La Liga","22/23-Yannick Carrasco","Yannick Carrasco",103,"","Midfielder",26,7,3,"-","-",2,0,10,9,19,"-",0,"-","-",0
"43","22/23-LL","2022/2023","La Liga","22/23-Robin Le Normand","Robin Le Normand",102,"RESO","Defender",31,0,0,"13","2",6,0,3,2,1,"-",0,"27","9",1
"44","22/23-LL","2022/2023","La Liga","22/23-Fran Garcia","Fran Garcia",101,"RAVA","Defender",38,1,3,"9","0",1,0,0,0,1,"-",0,"53","24",0
"45","22/23-LL","2022/2023","La Liga","22/23-Thibaut Courtois","Thibaut Courtois",99,"MADR","Goalkeeper",31,0,0,"10","0",0,0,1,0,0,"1",0,"29","8",0
"46","22/23-LL","2022/2023","La Liga","22/23-Samuel Lino","Samuel Lino",99,"VALA","Forward",33,6,1,"-","-",4,0,5,4,15,"-",0,"-","-",0
"47","22/23-LL","2022/2023","La Liga","22/23-Javi Puado","Javi Puado",98,"RCDE","Forward",25,7,2,"-","-",4,0,12,11,20,"-",0,"-","-",0
"48","22/23-LL","2022/2023","La Liga","22/23-Mario Hermoso","Mario Hermoso",97,"","Defender",24,3,2,"9","0",5,0,12,2,2,"-",0,"22","5",0
"49","22/23-LL","2022/2023","La Liga","22/23-Jan Oblak","Jan Oblak",97,"","Goalkeeper",28,0,0,"11","1",1,0,0,0,2,"0",0,"20","4",0
"50","22/23-LL","2022/2023","La Liga","22/23-Antonio Raillo","Antonio Raillo",96,"MALL","Defender",31,2,3,"10","0",11,1,0,0,0,"-",0,"32","11",0
"51","22/23-LL","2022/2023","La Liga","22/23-Lucas Robertone","Lucas Robertone",95,"","Midfielder",34,2,7,"-","-",7,0,3,3,22,"-",0,"-","-",0
"52","22/23-LL","2022/2023","La Liga","22/23-Joseph Aidoo","Joseph Aidoo",95,"RCCV","Defender",35,3,0,"9","1",5,0,0,0,1,"-",0,"48","23",0
"53","22/23-LL","2022/2023","La Liga","22/23-Antonio Rudiger","Antonio Rudiger",94,"MADR","Defender",26,1,0,"10","0",1,0,9,7,1,"-",0,"32","9",0
"54","22/23-LL","2022/2023","La Liga","22/23-Jeremias Ledesma","Jeremias Ledesma",93,"","Goalkeeper",34,0,0,"12","0",2,0,0,0,0,"1",0,"48","26",0
"55","22/23-LL","2022/2023","La Liga","22/23-Lucas Boye","Lucas Boye",93,"","Forward",29,7,2,"-","-",7,1,6,6,15,"-",1,"-","-",0
"56","22/23-LL","2022/2023","La Liga","22/23-Yeremi Pino","Yeremi Pino",92,"VIAL","Forward",31,4,4,"-","-",7,0,6,5,23,"-",0,"-","-",0
"57","22/23-LL","2022/2023","La Liga","22/23-Pau Torres","Pau Torres",92,"VIAL","Defender",34,1,0,"11","0",10,0,1,0,0,"-",0,"35","12",1
"58","22/23-LL","2022/2023","La Liga","22/23-Ronald Araujo","Ronald Araujo",92,"BARC","Defender",21,0,2,"12","4",5,1,3,1,4,"-",0,"8","2",1
"59","22/23-LL","2022/2023","La Liga","22/23-Jose Maria Gimenez","Jose Maria Gimenez",91,"","Defender",26,2,1,"10","0",9,0,5,2,0,"-",0,"22","4",1
"60","22/23-LL","2022/2023","La Liga","22/23-Daniel Parejo","Daniel Parejo",91,"VIAL","Midfielder",37,3,4,"-","-",6,0,0,0,4,"-",2,"-","-",0
"61","22/23-LL","2022/2023","La Liga","22/23-Angel Correa","Angel Correa",90,"","Forward",13,9,1,"-","-",2,1,23,21,12,"-",0,"-","-",0
"62","22/23-LL","2022/2023","La Liga","22/23-Rodrigo Riquelme","Rodrigo Riquelme",90,"","Midfielder",25,4,4,"-","-",1,0,10,9,19,"-",0,"-","-",0
"63","22/23-LL","2022/2023","La Liga","22/23-Ansu Fati","Ansu Fati",89,"BARC","Forward",12,7,3,"-","-",3,0,25,24,11,"-",0,"-","-",0
"64","22/23-LL","2022/2023","La Liga","22/23-Luis Hernandez","Luis Hernandez",88,"","Defender",35,0,0,"12","0",7,0,1,0,0,"-",0,"46","23",0
"65","22/23-LL","2022/2023","La Liga","22/23-Chimy Avila","Chimy Avila",88,"OSAS","Midfielder",24,8,2,"-","-",7,1,9,6,21,"-",1,"-","-",0
"66","22/23-LL","2022/2023","La Liga","22/23-Jordi Alba","Jordi Alba",88,"BARC","Defender",14,2,3,"4","12",4,0,22,10,7,"-",0,"13","5",0
"67","22/23-LL","2022/2023","La Liga","22/23-Dani Rodriguez","Dani Rodriguez",88,"MALL","Midfielder",26,3,6,"-","-",8,0,9,11,23,"-",0,"-","-",0
"68","22/23-LL","2022/2023","La Liga","22/23-Youssef En-Nesyri","Youssef En-Nesyri",87,"SEVI","Forward",17,8,1,"-","-",4,0,20,14,11,"-",0,"-","-",0
"69","22/23-LL","2022/2023","La Liga","22/23-Mikel Merino","Mikel Merino",87,"RESO","Midfielder",28,2,9,"-","-",6,1,5,5,9,"-",1,"-","-",0
"70","22/23-LL","2022/2023","La Liga","22/23-Giorgi Mamardashvili","Giorgi Mamardashvili",87,"VALA","Goalkeeper",38,0,0,"7","0",3,0,0,0,0,"0",0,"45","14",0
"71","22/23-LL","2022/2023","La Liga","22/23-Ante Budimir","Ante Budimir",86,"OSAS","Forward",21,8,0,"-","-",5,0,16,9,19,"-",0,"-","-",0
"72","22/23-LL","2022/2023","La Liga","22/23-Florian Lejeune","Florian Lejeune",85,"RAVA","Defender",31,4,0,"9","0",5,2,4,0,2,"-",0,"41","19",1
"73","22/23-LL","2022/2023","La Liga","22/23-Andreas Christensen","Andreas Christensen",85,"BARC","Defender",22,1,1,"8","5",2,0,5,1,7,"-",0,"15","5",1
"74","22/23-LL","2022/2023","La Liga","22/23-Stole Dimitrievski","Stole Dimitrievski",84,"RAVA","Goalkeeper",37,0,0,"9","0",4,0,1,0,1,"0",0,"50","22",0
"75","22/23-LL","2022/2023","La Liga","22/23-Alex Berenguer","Alex Berenguer",84,"ATBI","Midfielder",26,4,1,"-","-",2,0,12,11,16,"-",0,"-","-",0
"76","22/23-LL","2022/2023","La Liga","22/23-Carles Perez","Carles Perez",84,"RCCV","Forward",23,3,5,"-","-",4,0,13,12,15,"-",0,"-","-",0
"77","22/23-LL","2022/2023","La Liga","22/23-Ousmane Dembele","Ousmane Dembele",83,"BARC","Midfielder",16,5,7,"-","-",4,0,9,9,13,"-",0,"-","-",0
"78","22/23-LL","2022/2023","La Liga","22/23-Andre Almeida","Andre Almeida",83,"VALA","Midfielder",29,2,4,"-","-",2,0,7,5,15,"-",0,"-","-",0
"79","22/23-LL","2022/2023","La Liga","22/23-Martin Valjent","Martin Valjent",82,"MALL","Defender",30,0,0,"11","0",8,0,3,0,3,"-",0,"33","14",0
"80","22/23-LL","2022/2023","La Liga","22/23-Theo Bongonda","Theo Bongonda",82,"","Forward",24,4,3,"-","-",2,0,12,7,20,"-",0,"-","-",0
"81","22/23-LL","2022/2023","La Liga","22/23-Oscar de Marcos","Oscar de Marcos",82,"ATBI","Midfielder",32,1,6,"-","-",7,0,5,5,10,"-",0,"-","-",1
"82","22/23-LL","2022/2023","La Liga","22/23-Eric Garcia","Eric Garcia",82,"BARC","Defender",15,1,0,"7","10",3,0,23,9,5,"-",0,"14","7",0
"83","22/23-LL","2022/2023","La Liga","22/23-Alex Baena","Alex Baena",81,"VIAL","Midfielder",19,6,3,"-","-",12,0,16,16,9,"-",0,"-","-",0
"84","22/23-LL","2022/2023","La Liga","22/23-Jaume Costa","Jaume Costa",81,"MALL","Defender",30,0,1,"9","3",11,0,3,2,11,"-",0,"35","15",0
"85","22/23-LL","2022/2023","La Liga","22/23-Sergio Canales","Sergio Canales",81,"BETI","Midfielder",28,4,3,"-","-",4,1,3,3,13,"-",0,"-","-",0
"86","22/23-LL","2022/2023","La Liga","22/23-Aimar Oroz","Aimar Oroz",81,"OSAS","Midfielder",23,3,6,"-","-",6,0,10,8,16,"-",0,"-","-",0
"87","22/23-LL","2022/2023","La Liga","22/23-Frenkie de Jong","Frenkie de Jong",81,"BARC","Midfielder",29,2,4,"-","-",3,0,5,4,9,"-",0,"-","-",0
"88","22/23-LL","2022/2023","La Liga","22/23-Unai Simon","Unai Simon",81,"ATBI","Goalkeeper",31,0,0,"9","0",2,0,4,0,1,"0",0,"37","15",0
"89","22/23-LL","2022/2023","La Liga","22/23-Moises Gomez","Moises Gomez",80,"OSAS","Midfielder",28,3,3,"-","-",5,0,6,5,11,"-",0,"-","-",0
"90","22/23-LL","2022/2023","La Liga","22/23-Jorgen Strand Larsen","Jorgen Strand Larsen",80,"RCCV","Forward",20,4,4,"-","-",4,0,14,12,17,"-",0,"-","-",0
"91","22/23-LL","2022/2023","La Liga","22/23-Rodrigo de Paul","Rodrigo de Paul",80,"","Midfielder",24,2,7,"-","-",5,0,9,6,19,"-",0,"-","-",0
"92","22/23-LL","2022/2023","La Liga","22/23-Gonzalo Plata","Gonzalo Plata",80,"VALL","Midfielder",26,1,5,"-","-",1,0,8,9,15,"-",0,"-","-",0
"93","22/23-LL","2022/2023","La Liga","22/23-Cyle Larin","Cyle Larin",80,"VALL","Forward",16,8,3,"-","-",4,0,4,3,3,"-",0,"-","-",0
"94","22/23-LL","2022/2023","La Liga","22/23-Pedri","Pedri",79,"BARC","Forward",22,6,1,"-","-",2,0,4,4,10,"-",0,"-","-",0
"95","22/23-LL","2022/2023","La Liga","22/23-Santi Comesana","Santi Comesana",79,"RAVA","Midfielder",29,3,2,"-","-",6,0,6,6,22,"-",0,"-","-",0
"96","22/23-LL","2022/2023","La Liga","22/23-Jose Copete","Jose Copete",79,"MALL","Defender",27,1,0,"9","2",7,1,7,1,10,"-",0,"28","11",0
"97","22/23-LL","2022/2023","La Liga","22/23-Gorka Guruzeta","Gorka Guruzeta",78,"ATBI","Forward",17,6,1,"-","-",2,0,21,13,15,"-",0,"-","-",0
"98","22/23-LL","2022/2023","La Liga","22/23-Gavi","Gavi",78,"BARC","Midfielder",30,2,4,"-","-",10,0,6,6,17,"-",0,"-","-",0
"99","22/23-LL","2022/2023","La Liga","22/23-Dani Vivian","Dani Vivian",78,"ATBI","Defender",26,1,0,"8","1",8,1,7,3,0,"-",0,"25","5",0
"100","22/23-LL","2022/2023","La Liga","22/23-Gerard Gumbau","Gerard Gumbau",78,"","Midfielder",31,1,6,"-","-",11,0,4,4,11,"-",0,"-","-",0
"101","22/23-LL","2022/2023","La Liga","22/23-Pere Milla","Pere Milla",78,"","Forward",21,6,1,"-","-",7,0,11,10,12,"-",0,"-","-",0
"102","22/23-LL","2022/2023","La Liga","22/23-Oscar Trejo","Oscar Trejo",78,"RAVA","Forward",28,3,4,"-","-",9,0,6,6,26,"-",1,"-","-",0
"103","22/23-LL","2022/2023","La Liga","22/23-Yeray Alvarez","Yeray Alvarez",78,"ATBI","Defender",27,1,1,"9","1",7,1,3,1,5,"-",0,"31","13",0
"104","22/23-LL","2022/2023","La Liga","22/23-Mikel Vesga","Mikel Vesga",78,"ATBI","Midfielder",28,3,3,"-","-",5,0,8,8,7,"-",1,"-","-",1
"105","22/23-LL","2022/2023","La Liga","22/23-Jordi Masip","Jordi Masip",77,"VALL","Goalkeeper",28,0,0,"8","0",4,0,6,0,1,"3",0,"42","22",0
"106","22/23-LL","2022/2023","La Liga","22/23-Adri Embarba","Adri Embarba",76,"RCDE","Midfielder",18,4,4,"-","-",4,0,17,12,16,"-",0,"-","-",0
"107","22/23-LL","2022/2023","La Liga","22/23-Javi Galan","Javi Galan",76,"RCCV","Forward",36,0,3,"-","-",6,0,1,1,4,"-",0,"-","-",0
"108","22/23-LL","2022/2023","La Liga","22/23-Toni Kroos","Toni Kroos",76,"MADR","Midfielder",25,2,4,"-","-",1,0,8,5,12,"-",0,"-","-",0
"109","22/23-LL","2022/2023","La Liga","22/23-German Pezzella","German Pezzella",76,"BETI","Defender",29,0,0,"9","3",4,3,4,2,4,"-",0,"32","13",0
"110","22/23-LL","2022/2023","La Liga","22/23-Damian Suarez","Damian Suarez",76,"","Defender",26,1,1,"5","6",7,0,7,2,14,"-",0,"28","11",0
"111","22/23-LL","2022/2023","La Liga","22/23-Ivan Balliu","Ivan Balliu",75,"RAVA","Defender",37,0,0,"9","0",6,0,0,0,6,"-",0,"51","23",2
"112","22/23-LL","2022/2023","La Liga","22/23-Erik Lamela","Erik Lamela",75,"SEVI","Midfielder",21,6,0,"-","-",9,0,14,12,10,"-",0,"-","-",0
"113","22/23-LL","2022/2023","La Liga","22/23-Gonzalo Melero","Gonzalo Melero",75,"","Midfielder",24,4,3,"-","-",5,0,5,3,23,"-",0,"-","-",0
"114","22/23-LL","2022/2023","La Liga","22/23-Oliver Torres","Oliver Torres",75,"SEVI","Midfielder",27,3,1,"-","-",2,0,11,5,20,"-",0,"-","-",0
"115","22/23-LL","2022/2023","La Liga","22/23-Nemanja Gudelj","Nemanja Gudelj",75,"SEVI","Midfielder",31,3,1,"-","-",8,0,5,3,3,"-",0,"-","-",0
"116","22/23-LL","2022/2023","La Liga","22/23-David Silva","David Silva",75,"RESO","Midfielder",25,2,5,"-","-",3,0,4,3,24,"-",0,"-","-",0
"117","22/23-LL","2022/2023","La Liga","22/23-Cristhian Stuani","Cristhian Stuani",75,"","Forward",8,9,0,"-","-",8,0,25,24,5,"-",1,"-","-",0
"118","22/23-LL","2022/2023","La Liga","22/23-Aleix Garcia","Aleix Garcia",75,"","Midfielder",26,1,5,"-","-",1,0,4,4,8,"-",0,"-","-",0
"119","22/23-LL","2022/2023","La Liga","22/23-Alejandro Catena","Alejandro Catena",75,"RAVA","Defender",35,1,1,"8","0",13,0,0,0,2,"-",0,"49","22",0
"120","22/23-LL","2022/2023","La Liga","22/23-Unai Nunez","Unai Nunez",75,"RCCV","Defender",35,0,0,"9","1",9,0,2,1,0,"-",0,"48","22",1
"121","22/23-LL","2022/2023","La Liga","22/23-Dakonam Djene","Dakonam Djene",75,"","Defender",33,0,1,"9","2",11,1,0,0,3,"-",0,"42","20",0
"122","22/23-LL","2022/2023","La Liga","22/23-Mouctar Diakhaby","Mouctar Diakhaby",74,"VALA","Defender",28,3,0,"4","1",6,0,5,1,4,"-",0,"34","10",0
"123","22/23-LL","2022/2023","La Liga","22/23-El Bilal Toure","El Bilal Toure",74,"","Forward",15,7,1,"-","-",0,0,9,6,14,"-",0,"-","-",0
"124","22/23-LL","2022/2023","La Liga","22/23-Youssouf Sabaly","Youssouf Sabaly",74,"BETI","Defender",19,1,1,"7","3",1,0,8,4,5,"-",0,"22","9",0
"125","22/23-LL","2022/2023","La Liga","22/23-Luka Modric","Luka Modric",74,"MADR","Midfielder",19,4,3,"-","-",7,0,15,14,15,"-",0,"-","-",0
"126","22/23-LL","2022/2023","La Liga","22/23-Manu Sanchez","Manu Sanchez",73,"OSAS","Defender",22,0,3,"6","2",3,0,16,9,1,"-",0,"37","14",0
"127","22/23-LL","2022/2023","La Liga","22/23-Martin Zubimendi","Martin Zubimendi",73,"RESO","Midfielder",35,1,3,"-","-",12,0,1,1,2,"-",0,"-","-",0
"128","22/23-LL","2022/2023","La Liga","22/23-Jose Gaya","Jose Gaya",73,"VALA","Defender",31,1,3,"3","2",4,0,1,0,6,"-",1,"39","13",0
"129","22/23-LL","2022/2023","La Liga","22/23-Yuri Berchiche","Yuri Berchiche",73,"ATBI","Defender",27,1,1,"8","0",8,0,3,2,2,"-",0,"36","15",0
"130","22/23-LL","2022/2023","La Liga","22/23-Jose Luis Morales","Jose Luis Morales",72,"VIAL","Midfielder",11,7,0,"-","-",2,0,19,17,7,"-",0,"-","-",0
"131","22/23-LL","2022/2023","La Liga","22/23-Gerard Moreno","Gerard Moreno",72,"VIAL","Forward",14,7,3,"-","-",4,0,8,6,7,"-",1,"-","-",0
"132","22/23-LL","2022/2023","La Liga","22/23-Rafa Mir","Rafa Mir",71,"SEVI","Forward",16,6,0,"-","-",1,0,22,10,9,"-",0,"-","-",0
"133","22/23-LL","2022/2023","La Liga","22/23-Fran Beltran","Fran Beltran",71,"RCCV","Midfielder",33,0,2,"-","-",4,0,3,3,11,"-",0,"-","-",0
"134","22/23-LL","2022/2023","La Liga","22/23-Sergio Leon","Sergio Leon",71,"VALL","Forward",14,6,1,"-","-",0,1,22,15,10,"-",1,"-","-",0
"135","22/23-LL","2022/2023","La Liga","22/23-Rui Silva","Rui Silva",71,"BETI","Goalkeeper",26,0,0,"9","0",2,0,11,0,0,"0",0,"32","15",0
"136","22/23-LL","2022/2023","La Liga","22/23-Ruben Sobrino","Ruben Sobrino",71,"","Forward",28,3,2,"-","-",11,0,6,5,10,"-",0,"-","-",0
"137","22/23-LL","2022/2023","La Liga","22/23-Juan Miranda","Juan Miranda",70,"BETI","Defender",16,3,2,"5","3",1,1,21,5,5,"-",0,"23","10",0
"138","22/23-LL","2022/2023","La Liga","22/23-Tete Morente","Tete Morente",70,"","Forward",23,4,0,"-","-",5,0,13,9,11,"-",0,"-","-",0
"139","22/23-LL","2022/2023","La Liga","22/23-Domingos Duarte","Domingos Duarte",70,"","Defender",30,0,2,"8","2",10,0,6,1,1,"-",0,"41","20",1
"140","22/23-LL","2022/2023","La Liga","22/23-Edgar Badia","Edgar Badia",70,"","Goalkeeper",36,0,0,"4","0",2,0,0,0,0,"3",0,"63","31",0
"141","22/23-LL","2022/2023","La Liga","22/23-William Carvalho","William Carvalho",70,"BETI","Midfielder",31,3,0,"-","-",6,1,2,2,17,"-",0,"-","-",0
"142","22/23-LL","2022/2023","La Liga","22/23-Jon Moncayola","Jon Moncayola",70,"OSAS","Midfielder",25,1,3,"-","-",6,0,12,12,9,"-",0,"-","-",0
"143","22/23-LL","2022/2023","La Liga","22/23-Viktor Tsyhankov","Viktor Tsyhankov",69,"","Midfielder",17,3,6,"-","-",0,0,4,2,7,"-",0,"-","-",0
"144","22/23-LL","2022/2023","La Liga","22/23-Nacho","Nacho",69,"MADR","Defender",18,1,1,"7","4",7,0,18,9,4,"-",0,"26","10",1
"145","22/23-LL","2022/2023","La Liga","22/23-Rodri","Rodri",68,"BETI","Midfielder",19,2,3,"-","-",0,0,18,11,15,"-",0,"-","-",0
"146","22/23-LL","2022/2023","La Liga","22/23-Jorge Koke","Jorge Koke",68,"","Midfielder",30,0,3,"-","-",4,0,4,3,18,"-",0,"-","-",0
"147","22/23-LL","2022/2023","La Liga","22/23-Arnau Martinez","Arnau Martinez",68,"","Defender",32,3,4,"2","0",11,0,4,1,7,"-",0,"52","21",0
"148","22/23-LL","2022/2023","La Liga","22/23-Edinson Cavani","Edinson Cavani",68,"VALA","Forward",20,5,2,"-","-",6,0,6,5,16,"-",1,"-","-",0
"149","22/23-LL","2022/2023","La Liga","22/23-Leo Baptistao","Leo Baptistao",68,"","Forward",24,4,1,"-","-",7,0,5,4,23,"-",0,"-","-",0
"150","22/23-LL","2022/2023","La Liga","22/23-Srdjan Babic","Srdjan Babic",68,"","Defender",33,3,0,"4","0",4,0,4,1,1,"-",0,"56","26",0
"151","22/23-LL","2022/2023","La Liga","22/23-Brian Olivan","Brian Olivan",68,"RCDE","Defender",29,1,7,"3","2",7,0,2,1,11,"-",0,"51","26",0
"152","22/23-LL","2022/2023","La Liga","22/23-Raul Albiol","Raul Albiol",68,"VIAL","Defender",24,0,0,"8","1",6,0,3,1,2,"-",0,"25","9",0
"153","22/23-LL","2022/2023","La Liga","22/23-Reinildo Mandava","Reinildo Mandava",68,"","Defender",22,0,0,"8","0",4,0,1,0,4,"-",0,"18","4",0
"154","22/23-LL","2022/2023","La Liga","22/23-Aihen Munoz","Aihen Munoz",68,"RESO","Defender",20,0,1,"7","3",2,0,13,3,3,"-",0,"23","10",0
"155","22/23-LL","2022/2023","La Liga","22/23-Franck Kessie","Franck Kessie",67,"BARC","Defender",7,1,1,"0","18",4,0,28,21,6,"-",0,"18","8",0
"156","22/23-LL","2022/2023","La Liga","22/23-Aitor Fernandez","Aitor Fernandez",67,"OSAS","Goalkeeper",21,0,0,"8","0",1,0,17,0,0,"0",0,"19","6",0
"157","22/23-LL","2022/2023","La Liga","22/23-Justin Kluivert","Justin Kluivert",67,"VALA","Midfielder",15,6,0,"-","-",4,0,12,11,12,"-",0,"-","-",0
"158","22/23-LL","2022/2023","La Liga","22/23-Monchu","Monchu",67,"VALL","Midfielder",23,3,2,"-","-",10,0,13,10,10,"-",0,"-","-",0
